Who ^whp+who+++=Who
, ^zz++++=EXTRAWORD
Happy ^jj+atrb+++=Happy
birthday ^nn++++=birthday
to ^in++++=to
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
guys ^nns++++=guys.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
Penny ^nn++++=Penny.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
really ^rb+emph+++=really
appreciate ^nn+nom+++=appreciate
you ^pp2+pp2+++=you
helping ^jj+++xvbg+=helping
me ^pp1o+pp1+++=me
with ^in++++=with
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
to ^to++++=to
do ^vbi++++=do.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hadn ^nn+++??+=hadn
t ^zz++++=t
spoken ^vbd+++xvbn+=spoken
to ^in++++=to
Emily ^np+++??+=Emily
since ^cs+sub+++=since
I ^pp1a+pp1+++=I
broke ^vbd+++xvbnx+=broke
up ^rb+phrv+++=up
with ^in+ppvb+++=with
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
left ^vbd+++xvbnx+=left
this ^dt+dem+++=this
on ^in++++=on
my ^pp$+pp1+++=my
doorstep ^nn++++=doorstep
with ^in++++=with
a ^at++++=a
note ^nn++++=note.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
I ^pp1a+pp1+++=I
open ^vb++++=open
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
I ^pp1a+pp1+++=I
return ^vb++++=return
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
pretty ^rb++++=pretty
mad ^jj+pred+++=mad.
. ^zz++++=EXTRAWORD
For ^in++++=For
all ^abn++++=all
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
it ^pp3+it+++=it
s ^zz++++=s
a ^at++++=a
voodoo ^nn+++??+=voodoo
doll ^nn++++=doll
of ^in++++=of
me ^pp1o+pp1+++=me
with ^in++++=with
a ^at++++=a
fork ^nn++++=fork
stuck ^vbd+++xvbn+=stuck
in ^in++++=in
my ^pp$+pp1+++=my
junk ^nn++++=junk.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
on ^in++++=on
Game ^nn++++=Game
of ^in++++=of
Thrones ^np+++??+=Thrones,
, ^zz++++=EXTRAWORD
Balon ^np+++??+=Balon
Greyjoy ^np+++??+=Greyjoy
received ^vbd+++xvbn+=received
his ^pp$+pp3+++=his
son ^nn++++=son
s ^zz++++=s
genitals ^nns+nom+++=genitals
in ^in++++=in
a ^at++++=a
box ^nn++++=box.
. ^zz++++=EXTRAWORD
Wow ^nn++++=Wow.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
s ^zz++++=s
an ^at++++=an
antique ^jj+atrb+++=antique
sextant ^nn+nom+++=sextant.
. ^zz++++=EXTRAWORD
Sailors ^nns++++=Sailors
used ^vwbn+++xvbn+=used
these ^dt+dem+++=these
to ^to++++=to
find ^vbi+vprv+++=find
their ^pp$+pp3+++=their
position ^nn+nom+++=position
by ^in++++=by
the ^ati++++=the
stars ^nns++++=stars.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
s ^zz++++=s
so ^pn+emph+++=so
thoughtful ^jj++++=thoughtful.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
too ^ql++++=too
much ^ap++++=much
self ^nn++++=self-esteem
- ^zz++++=EXTRAWORD
esteem ^nn++++=EXTRAWORD
to ^to++++=to
let ^vbi++++=let
this ^dt+dem+++=this
girl ^nn++++=girl
guilt ^nn++++=guilt
me ^pp1o+pp1+++=me
into ^in++++=into
getting ^xvbg+++xvbg+=getting
back ^jjb++++=back
together ^nn+nom+++=together
with ^in++++=with
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
doesn ^nn+++??+=doesn
t ^zz++++=t
matter ^nn++++=matter.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
s ^zz++++=s
the ^ati++++=the
thought ^vprf+++xvbn+=thought
that ^tht+vcmp+++=that
counts ^vbz++++=counts.
. ^zz++++=EXTRAWORD
Seriously ^rb+cnj+++=Seriously,
, ^zz++++=EXTRAWORD
guys ^nns++++=guys,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
want ^vb++++=want
to ^to+vcmp+++=to
know ^vbi+vprv+++=know.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
t ^zz++++=t
say ^vb+vpub+++=say
oh ^uh++++=oh
my ^pp$+pp1+++=my,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
not ^xnot++not++=not
tell ^vb++++=tell
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Maybe ^rb+hdg+++=Maybe
you ^pp2+pp2+++=you
re ^in++++=re
right ^nn++++=right.
. ^zz++++=EXTRAWORD
Maybe ^rb+hdg+++=Maybe
you ^pp2+pp2+++=you
re ^in++++=re
right ^nn++++=right.
. ^zz++++=EXTRAWORD
Wow ^nn++++=Wow,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
easy ^jj+pred+++=easy
to ^to+jcmp+++=to
manipulate ^nn+nom+++=manipulate.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
guys ^nns++++=guys,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
Emily ^np+++??+=Emily.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
should ^md+nec+++=should
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do?
? ^zz++++=EXTRAWORD
Hello ^rb+dspt+++=Hello?
? ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
yeah ^uh++++=yeah.
. ^zz++++=EXTRAWORD
Sure ^jj++++=Sure.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
s ^zz++++=s
up ^rp++++=up?
? ^zz++++=EXTRAWORD
Maybe ^rb+cnj+++=Maybe,
, ^zz++++=EXTRAWORD
maybe ^rb+hdg+++=maybe.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
sorry ^uh++++=sorry,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
taking ^vbg+++xvbgx+=taking
an ^at++++=an
annoying ^jj+atrb++xvbg+=annoying
amount ^nn++++=amount
of ^in++++=of
time ^nn++++=time
deciding ^vwbg+++xvbg+=deciding
how ^wrb+who+++=how
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
about ^in++++=about
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
sorry ^uh++++=sorry,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
think ^vb+vprv+++=think
that ^tht+vcmp+++=that
s ^zz++++=s
a ^at++++=a
good ^jj+atrb+++=good
idea ^nn++++=idea.
. ^zz++++=EXTRAWORD
Good ^jj++++=Good-bye,
- ^zz++++=EXTRAWORD
bye ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Emily ^np+++??+=Emily.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
rough ^jj+pred+++=rough,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
guys ^nns++++=guys.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
anyway ^rb+cnj+++=anyway,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ll ^nn+++??+=ll
leave ^vb++++=leave
you ^pp2+pp2+++=you
to ^in++++=to
your ^pp$+pp2+++=your
girls ^nns++++=girls
night ^nn++++=night.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
feel ^vb+vprv+++=feel
like ^in++++=like
being ^xvbg+++xvbg+=being
alone ^rb++++=alone
right ^jj++++=right
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
Thank ^vb++++=Thank
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Will ^md+prd+++=Will
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
Hello ^rb+dspt+++=Hello?
? ^zz++++=EXTRAWORD
Hi ^uh++++=Hi.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
good ^jj++++=good.
. ^zz++++=EXTRAWORD
Really ^rb+emph+++=Really
good ^jj++++=good.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
know ^vb+vprv+++=know
why ^wrb+who+whcl++=why
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
really ^rb+emph+++=really
good ^jj++++=good.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
just ^rb+emph+++=just
regular ^jj++++=regular
good ^jj++++=good.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
really ^rb+emph+++=really
just ^rb+emph+++=just
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
sound ^vbi++++=sound
confident ^jj++++=confident.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
that ^cs+sub+++=that
really ^rb+emph+++=really
was ^vbd+bedz+vrb++=was
a ^at++++=a
real ^jj++++=real
really ^rb+cnj+++=really,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
fake ^nn++++=fake
really ^rb+emph+++=really
like ^in++++=like
the ^ati++++=the
first ^rb++++=first
really ^rb+emph+++=really.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
lost ^vbd+++xvbnx+=lost
track ^npl++++=track
and ^cc++++=and
I ^pp1a+pp1+++=I
missed ^vbd+++xvbnx+=missed
my ^pp$+pp1+++=my
exit ^nn++++=exit.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
uh ^uh++++=uh,
, ^zz++++=EXTRAWORD
so ^ql++++=so
what ^wdt+who+++=what
s ^zz++++=s
up ^rp++++=up?
? ^zz++++=EXTRAWORD
Really ^rb+emph+++=Really?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
sorry ^uh++++=sorry.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
swear ^vbd+++xvbnx+=swear
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
other ^ap++++=other
words ^nns++++=words.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
Indeed ^rb++++=Indeed.
. ^zz++++=EXTRAWORD
Absolutely ^rb+amp+++=Absolutely.
. ^zz++++=EXTRAWORD
Indubitably ^rb++++=Indubitably.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
not ^xnot++not++=not
even ^rb++++=even
sure ^jj++++=sure
what ^wdt+who+++=what
the ^ati++++=the
last ^ap++++=last
one ^cd1++++=one
means ^nns++++=means,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
s ^zz++++=s
another ^dt++++=another
word ^nn++++=word,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
uh ^uh++++=uh,
, ^zz++++=EXTRAWORD
when ^wrb+who+whq++=when
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to
meet ^vbi++++=meet
up ^rp++++=up?
? ^zz++++=EXTRAWORD
Right ^jj++++=Right
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
actually ^rb+cnj+++=actually,
, ^zz++++=EXTRAWORD
to ^in+strn+++=to,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
completely ^rb+amp+++=completely
honest ^jj+pred+++=honest,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
stopping ^vwbg+++xvbg+=stopping
by ^in++++=by
to ^to++++=to
see ^vbi+vprv+tht0++=see
my ^pp$+pp1+++=my
ex ^np++++=ex-girlfriend
- ^zz++++=EXTRAWORD
girlfriend ^nn+++??+=EXTRAWORD
because ^cs+cos+++=because
she ^pp3a+pp3+++=she
s ^zz++++=s
having ^vwbg+hvg++xvbg+=having
a ^at++++=a
tough ^jj+atrb+++=tough
time ^nn++++=time.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
s ^zz++++=s
not ^xnot++not++=not
like ^vb++++=like
we ^pp1a+pp1+++=we
re ^in++++=re
getting ^xvbg+++xvbg+=getting
back ^jjb++++=back
together ^nn+nom+++=together
or ^cc++++=or
anything ^pn++++=anything.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
s ^zz++++=s
exactly ^rb++++=exactly
what ^wdt+who+++=what
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
know ^vb+vprv+tht0++=know
that ^tht+vcmp+++=that?
? ^zz++++=EXTRAWORD
Any ^dti++++=Any
chance ^nn++++=chance
you ^pp2+pp2+++=you
could ^md+pos+++=could
send ^vb++++=send
me ^pp1o+pp1+++=me
a ^at++++=a
Pdf ^np+++??+=PDF
of ^in++++=of
that ^dt+dem+++=that
playbook ^nn+++??+=playbook?
? ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
Emily ^np+++??+=Emily,
, ^zz++++=EXTRAWORD
listen ^vb++++=listen,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ve ^nn+++??+=ve
been ^vprf+ben+aux+xvbn+=been
thinking ^vbg+++xvbgx+=thinking,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
m ^zz++++=m
not ^xnot++not++=not
sure ^jj++++=sure
it ^pp3+it+++=it
s ^zz++++=s
a ^at++++=a
good ^jj+atrb+++=good
idea ^nn++++=idea
that ^tht+ncmp+++=that
I ^pp1a+pp1+++=I
come ^vprf+++xvbn+=come
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
no ^at++++=no.
. ^zz++++=EXTRAWORD
Please ^uh++++=Please
don ^npt++++=don
t ^zz++++=t
cry ^nn++++=cry.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
listen ^vb++++=listen,
, ^zz++++=EXTRAWORD
Claire ^np+++??+=Claire,
, ^zz++++=EXTRAWORD
change ^nn++++=change
of ^in++++=of
plans ^nns++++=plans
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
think ^vb+vprv+++=think
so ^rb++++=so.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sounded ^vbd+++xvbnx+=sounded
pretty ^rb++++=pretty
upset ^vbd+++xvbn+=upset.
. ^zz++++=EXTRAWORD
Emily ^np+++??+=Emily,
, ^zz++++=EXTRAWORD
listen ^vb++++=listen,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
sorry ^uh++++=sorry,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
can ^md+pos+++=can
t ^zz++++=t
come ^vprf+++xvbn+=come
by ^in+strn+++=by.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
we ^pp1a+pp1+++=we
both ^abx++++=both
know ^vb+vprv+++=know
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
come ^vprf+++xvbn+=come
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
re ^in++++=re
gonna ^nn++++=gonna
get ^vb++++=get
back ^rb+phrv+++=back
together ^nn+nom+++=together
and ^cc++++=and
Call ^vb++++=Call
you ^pp2+pp2+++=you
right ^jj++++=right
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hear ^vb+vprv+++=hear
what ^wdt+who+whcl++=what
you ^pp2+pp2+++=you
re ^in++++=re
saying ^xvbg+++xvbg+=saying,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
ve ^nn+++??+=ve
known ^vbd+vprv++xvbn+=known
Emily ^np+++??+=Emily
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
she ^pp3a+pp3+++=she
deserves ^vbz++++=deserves
the ^ati++++=the
benefit ^nn++++=benefit
of ^in++++=of
the ^ati++++=the
doubt ^nn++++=doubt.
. ^zz++++=EXTRAWORD
As ^in++++=As
a ^at++++=a
matter ^nn++++=matter
of ^in++++=of
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
gonna ^md+prd+++0=gonna
comfort ^vb++++=comfort
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
m ^zz++++=m
a ^at++++=a
caring ^jj+atrb++xvbg+=caring
and ^cc+phrs+++=and
decent ^jj+atrb+++=decent
friend ^nn++++=friend
who ^whp+rel+obj++=who
s ^zz++++=s
happy ^jj++++=happy
to ^to+jcmp+++=to
be ^vbi++vrb++=be
there ^rn+pl+++=there
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
needs ^nns++++=needs
someone ^pn++++=someone
to ^to++++=to
talk ^vbi++++=talk
to ^in+strn+++=to.
. ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
talk ^nn++++=talk.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey.
. ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
are ^vb+ber+aux++=are
the ^ati++++=the
guys ^nns++++=guys?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
an ^at++++=an
astrophysicist ^nn+nom+++=astrophysicist.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stars ^nns++++=stars
don ^npt++++=don
t ^zz++++=t
take ^vb++++=take
a ^at++++=a
day ^nn++++=day
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
the ^ati++++=the
cleaning ^jj+++xvbg+=cleaning
lady ^npt++++=lady
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
doesn ^nn+++??+=doesn
t ^zz++++=t
like ^in++++=like
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
need ^vb++++=need
any ^dti++++=any
help ^nn++++=help?
? ^zz++++=EXTRAWORD
Okay ^rb+dspt+++=Okay.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
s ^zz++++=s
cool ^vb++++=cool.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess
everybody ^pn++++=everybody
s ^zz++++=s
involved ^vbd+++xvbn+=involved
in ^in++++=in
this ^dt+dem+++=this
project ^nn++++=project
but ^cc++++=but
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
see ^vb+vprv+++=see
ya ^pp2+pp2+++=ya.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
Okay ^rb+dspt+++=Okay.
. ^zz++++=EXTRAWORD
Would ^md+prd+++=Would
you ^pp2+pp2+++=you
ladies ^nns++++=ladies
please ^uh++++=please
leave ^vb++++=leave
the ^ati++++=the
room ^nn++++=room
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
rub ^vb++++=rub
my ^pp$+pp1+++=my
genitals ^nns+nom+++=genitals
on ^in++++=on
their ^pp$+pp3+++=their
prototype ^nn++++=prototype.
. ^zz++++=EXTRAWORD
Leonard ^np++++=Leonard
and ^cc++++=and
Howard ^np++++=Howard
don ^npt++++=don
t ^zz++++=t
have ^vb+hv+vrb++=have
a ^at++++=a
flat ^nn++++=flat.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
went ^vbd+++xvbnx+=went
to ^in++++=to
the ^ati++++=the
movies ^nns++++=movies.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
gonna ^md+prd+++0=gonna
let ^vb+++xvbn+=let
them ^pp3o+pp3+++=them
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
m ^zz++++=m
here ^rn+pl+++=here
with ^in++++=with
you ^pp2+pp2+++=you
and ^cc++++=and
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
re ^in++++=re
busted ^nn++++=busted.
. ^zz++++=EXTRAWORD
Interesting ^jj++++=Interesting.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
not ^xnot++not++=not
testicles ^nns+++??+=testicles
on ^in++++=on
a ^at++++=a
cryostat ^nn+++??+=cryostat,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
like ^vb++++=like
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
guys ^nns++++=guys
should ^md+nec+++=should
totally ^rb+amp+++=totally
be ^vb+be+aux++=be
making ^vbg+++xvbgx+=making
out ^rp+pl+++=out
with ^in++++=with
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma
am ^vb+bem+vrb++=am.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
love ^nn++++=love
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ll ^nn+++??+=ll
be ^vb+be+vrb++=be
all ^abn++++=all
like ^in+strn+++=like,
, ^zz++++=EXTRAWORD
busted ^j+++xvbn+=busted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
ll ^nn+++??+=ll
be ^vb+be+vrb++=be
like ^in+strn+++=like,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what?
? ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
we ^pp1a+pp1+++=we
ll ^nn+++??+=ll
all ^abn++++=all
be ^vb+be+vrb++=be
like ^in+strn+++=like,
, ^zz++++=EXTRAWORD
oh ^uh++++=oh
yeah ^uh++++=yeah.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
get ^vb++++=get
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wouldn ^nn+++??+=wouldn
t ^zz++++=t
make ^vb++++=make
out ^rp+pl+++=out
with ^in++++=with
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
either ^dtx++++=either.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
man ^nn++++=man,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
come ^vb++++=come
out ^rb+phrv+++=out
of ^in+ppvb+++=of
the ^ati++++=the
closet ^nn++++=closet,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
gonna ^md+prd+++0=gonna
nail ^vb++++=nail
those ^dt+dem+++=those
guys ^nns++++=guys.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv+tht0+xvbnx+=heard
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Shut ^j+++xvbn+=Shut
up ^rp++++=up.
. ^zz++++=EXTRAWORD
Don ^npt++++=Don
t ^zz++++=t
forgive ^vb++++=forgive
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Stay ^vb++++=Stay
mad ^jj++++=mad
at ^rb++++=at
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Busting ^np+++??+=Busting
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Well ^rb+dspt+++=Well
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
anti ^nn+++??+=anti-climactic.
- ^zz++++=EXTRAWORD
climactic ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
No ^at++++=No
spoilers ^nns+nom+++=spoilers.
. ^zz++++=EXTRAWORD
No ^at++++=No
spoilers ^nns+nom+++=spoilers.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
re ^in++++=re
pregnant ^nn++++=pregnant.
